FIN.TRANSACTION DATE,FIN.POSTING DATE,FIN.TRANSACTION AMOUNT,MCH.MERCHANT NAME,MCH.CITY NAME,FIN.ORIGINAL CURRENCY AMOUNT,FIN.ORIGINAL ISO CURRENCY CODE SYMBOL,FIN.INET CONVERSION
2017-06-23,2017-06-26,14.23,ARGOS RETAIL GROUP,INTERNET,14.23,GBP,1.0
2017-06-23,2017-06-26,55.2,ARGOS RETAIL GROUP,INTERNET,55.2,GBP,1.0
2017-06-27,2017-06-28,349.99,CURRYS ONLINE,HEMEL HEMPSTE,349.99,GBP,1.0
2017-06-28,2017-06-30,423.17,WWW.ARGOS.CO.UK,INTERNET,423.17,GBP,1.0
2017-06-30,2017-03-07,-14.62,ARGOS RETAIL GROUP,INTERNET,-14.62,GBP,1.0
2017-09-06,2017-12-06,5.0,GIFFGAFF.COM,ONLINE STORE,5.0,GBP,1.0
2017-06-28,2017-06-29,5.0,GIFFGAFF.COM,ONLINE STORE,5.0,GBP,1.0
2017-06-25,2017-06-26,9.98,AMAZON UK MARKETPLACE,800-279-6620,9.98,GBP,1.0
2017-06-24,2017-06-26,20.44,AMAZON UK MARKETPLACE,800-279-6620,20.44,GBP,1.0
2017-07-06,2017-08-06,413.98,AO RETAIL LIMITED,.,413.98,GBP,1.0
2017-06-24,2017-06-26,34.88,AMAZON UK MARKETPLACE,800-279-6620,34.88,GBP,1.0
2017-06-23,2017-06-26,230.94,WWW.ARGOS.CO.UK,INTERNET,230.94,GBP,1.0
2017-06-23,2017-06-26,58.8,ACT NOW TRAINING,44192445105,58.8,GBP,1.0
2017-06-26,2017-06-27,16.99,AMAZON UK MARKETPLACE,800-279-6620,16.99,GBP,1.0
2017-06-28,2017-06-29,636.0,WWW.PUBLICPOLICYEXCHAN,02078406064,636.0,GBP,1.0
2017-06-20,2017-06-21,104.0,SIMPSON ECO SKIPS LIMI,LONDON,104.0,GBP,1.0
2017-06-06,2017-07-06,80.79,WATERCOOLER,442088335555,80.79,GBP,1.0
2017-07-06,2017-08-06,500.0,HCC-CASHIERS,HERTFORD,500.0,GBP,1.0
2017-08-06,2017-09-06,31.2,WWW.LIGHTBULBS2U.COM,INTERNET,31.2,GBP,1.0
2017-08-06,2017-09-06,7.35,SAINSBURYS 0637,HENDON,7.35,GBP,1.0
2017-09-06,2017-12-06,500.0,HCC-CASHIERS,HERTFORD,500.0,GBP,1.0
2017-06-13,2017-06-14,39.18,HCC-CASHIERS,HERTFORD,39.18,GBP,1.0
2017-02-06,2017-05-06,20.0,OYSTER BUS AUTOTOP,0343 2221234,20.0,GBP,1.0
2017-07-06,2017-08-06,197.34,DEMCO EUROPE,01992 454500,197.34,GBP,1.0
2017-06-15,2017-06-16,23.52,WAITROSE 124,WHETSTONE,23.52,GBP,1.0
2017-06-15,2017-06-16,59.1,SAINSBURYS TO YOU 0637,HENDON,59.1,GBP,1.0
2017-06-16,2017-06-19,3.0,SAINSBURYS SACAT 0601,WATFORD,3.0,GBP,1.0
2017-06-16,2017-06-19,23.37,AMAZON UK RETAIL AMAZO,AMAZON.CO.UK,23.37,GBP,1.0
2017-06-14,2017-06-15,6.08,AMAZON EU,AMAZON.CO.UK,6.08,GBP,1.0
2017-06-14,2017-06-15,27.99,AMAZON EU,AMAZON.CO.UK,27.99,GBP,1.0
2017-06-14,2017-06-15,12.07,AMAZON UK MARKETPLACE,800-279-6620,12.07,GBP,1.0
2017-06-15,2017-06-16,4.95,AMAZON.CO.UK,AMAZON.CO.UK,4.95,GBP,1.0
2017-06-15,2017-06-16,57.83,AMAZON UK MARKETPLACE,800-279-6620,57.83,GBP,1.0
2017-06-16,2017-06-19,49.0,"AMAZON SVCS EUROPE,SAR",AMAZON.CO.UK,49.0,GBP,1.0
2017-03-06,2017-05-06,25.9,AMFBOWLING.CO.UK,01442 840200,25.9,GBP,1.0
2017-05-06,2017-06-06,28.86,B & Q 1067,LONDON,28.86,GBP,1.0
2017-10-06,2017-12-06,78.16,WICKES,LONDON,78.16,GBP,1.0
2017-12-06,2017-06-13,28.86,B & Q 1067,LONDON,28.86,GBP,1.0
2017-06-13,2017-06-14,4.0,WILLIAM CHANNON,LONDON,4.0,GBP,1.0
2017-06-14,2017-06-15,12.98,WICKES,LONDON,12.98,GBP,1.0
2017-06-15,2017-06-16,89.98,TOPPS TILES COLIND,ROOKERY WAY,89.98,GBP,1.0
2017-06-15,2017-06-16,42.5,COOPERS OF BARNET,BARNET,42.5,GBP,1.0
2017-06-20,2017-06-21,13.98,COOPERS OF BARNET,BARNET,13.98,GBP,1.0
2017-06-22,2017-06-23,67.35,HOMEBASE LTD 024,LONDON  N11,67.35,GBP,1.0
2017-06-23,2017-06-26,-32.26,HOMEBASE LTD 024,LONDON  N11,-32.26,GBP,1.0
2017-06-27,2017-06-28,48.35,BUILDER DEPOT N11,02084587700,48.35,GBP,1.0
2017-06-27,2017-06-28,264.46,BUILDER DEPOT LTD,LONDON  N11,264.46,GBP,1.0
2017-06-29,2017-06-30,19.48,WICKES,LONDON,19.48,GBP,1.0
2017-06-14,2017-06-15,10.0,TFL OYST PHOTOCARD,0343 222 1234,10.0,GBP,1.0
2017-06-28,2017-06-29,7.0,PARENTPAY E-COM R,BRIDGWATER,7.0,GBP,1.0
2017-08-06,2017-09-06,9.0,BARTLETTS KEY SERVICES,LONDON,9.0,GBP,1.0
2017-10-06,2017-12-06,10.0,OYSTER RENEW WEB,0343 2221234,10.0,GBP,1.0
2017-10-06,2017-12-06,3.0,SAINSBURYS SACAT 4572,COLINDALE,3.0,GBP,1.0
2017-06-17,2017-06-19,20.0,OYSTER AUTOTOPUP,0343 2221234,20.0,GBP,1.0
2017-06-16,2017-06-19,5.09,TESCO STORES,LONDON,5.09,GBP,1.0
2017-06-24,2017-06-26,20.0,OYSTER AUTOTOPUP,0343 2221234,20.0,GBP,1.0
2017-06-21,2017-06-22,135.82,EASYJET,"LUTON, BEDS",135.82,GBP,1.0
2017-06-22,2017-06-23,355.16,ARGOS RETAIL GROUP,INTERNET,355.16,GBP,1.0
2017-06-22,2017-06-23,29.98,ARGOS RETAIL GROUP,INTERNET,29.98,GBP,1.0
2017-06-22,2017-06-23,26.98,ARGOS RETAIL GROUP,INTERNET,26.98,GBP,1.0
2017-06-22,2017-06-23,32.99,ARGOS RETAIL GROUP,INTERNET,32.99,GBP,1.0
2017-06-22,2017-06-23,-19.99,ARGOS RETAIL GROUP,INTERNET,-19.99,GBP,1.0
2017-06-22,2017-06-23,40.79,ARGOS RETAIL GROUP,INTERNET,40.79,GBP,1.0
2017-06-25,2017-06-26,189.0,AO RETAIL LIMITED,.,189.0,GBP,1.0
2017-06-24,2017-06-26,343.92,WWW.ARGOS.CO.UK,INTERNET,343.92,GBP,1.0
2017-06-23,2017-06-26,88.77,WWW.ARGOS.CO.UK,INTERNET,88.77,GBP,1.0
2017-06-26,2017-06-27,323.99,AO RETAIL LIMITED,.,323.99,GBP,1.0
2017-06-25,2017-06-27,226.94,WWW.ARGOS.CO.UK,INTERNET,226.94,GBP,1.0
2017-06-28,2017-06-30,11.73,B&Q DIRECT,0845 609 6688,11.73,GBP,1.0
2017-06-28,2017-06-30,202.98,B&Q DIRECT,0845 609 6688,202.98,GBP,1.0
2017-06-16,2017-06-19,9.7,SAINSBURYS SACAT 0637,HENDON,9.7,GBP,1.0
2017-06-15,2017-06-16,54.83,AMAZON UK MARKETPLACE,800-279-6620,54.83,GBP,1.0
2017-06-15,2017-06-16,26.09,AMAZON UK MARKETPLACE,800-279-6620,26.09,GBP,1.0
2017-06-15,2017-06-16,10.5,AMAZON UK MARKETPLACE,800-279-6620,10.5,GBP,1.0
2017-06-15,2017-06-16,5.49,AMAZON UK MARKETPLACE,800-279-6620,5.49,GBP,1.0
2017-06-16,2017-06-19,25.94,AMAZON UK MARKETPLACE,800-279-6620,25.94,GBP,1.0
2017-06-21,2017-06-22,35.05,TESCO STORE 2126,BOREHAMWOOD,35.05,GBP,1.0
2017-06-28,2017-06-29,-26.09,AMZ CHOICE STATIONERY,018-23250060,-26.09,GBP,1.0
2017-06-30,2017-06-30,23.07,AMAZON UK MARKETPLACE,800-279-6620,23.07,GBP,1.0
2017-04-06,2017-05-06,56.38,WWW.JUST-EAT.CO.UK,02067 362061,56.38,GBP,1.0
2017-07-06,2017-08-06,290.0,GOLDEN BOY COACHES,HODDESDON,290.0,GBP,1.0
2017-09-06,2017-12-06,26.85,WWW.ADDISONLEE.COM,MINI CAB,26.85,GBP,1.0
2017-09-06,2017-06-13,15.5,WWW.ADDISONLEE.COM,MINI CAB,15.5,GBP,1.0
2017-09-06,2017-06-13,16.5,WWW.ADDISONLEE.COM,MINI CAB,16.5,GBP,1.0
2017-06-19,2017-06-20,253.37,TRAINLINE,LONDON,253.37,GBP,1.0
2017-06-20,2017-06-21,340.07,TRAINLINE,LONDON,340.07,GBP,1.0
2017-06-28,2017-06-30,172.98,WATERSIDE PREMIER TRAV,WARRINGTON,172.98,GBP,1.0
2017-06-28,2017-06-30,172.98,WATERSIDE PREMIER TRAV,WARRINGTON,172.98,GBP,1.0
2017-06-29,2017-03-07,73.99,WATERSIDE PREMIER TRAV,WARRINGTON,73.99,GBP,1.0
2017-07-06,2017-08-06,34.9,HOMEBASE LTD 035,WALTHAM CROSS,34.9,GBP,1.0
2017-06-17,2017-06-19,97.69,WWW.CICSLIMITED.CO.UK,INTERNET,97.69,GBP,1.0
2017-06-17,2017-06-19,35.4,ASDA SUPERSTORE,S'GATE CIRCUS,35.4,GBP,1.0
2017-06-16,2017-06-19,121.42,TESCO STORES 6440,LONDON EN8,121.42,GBP,1.0
2017-06-19,2017-06-20,12.3,QUALITY FOOD MARKET,LONDON,12.3,GBP,1.0
2017-06-19,2017-06-20,11.95,SAINSBURYS 0124,NEW BARNET,11.95,GBP,1.0
2017-06-19,2017-06-20,163.21,TESCO STORES 6440,LONDON EN8,163.21,GBP,1.0
2017-06-22,2017-06-23,29.99,BR 2183 BARNET,BARNET,29.99,GBP,1.0
2017-06-23,2017-06-26,103.21,TESCO STORES 6440,LONDON EN8,103.21,GBP,1.0
2017-06-26,2017-06-27,168.49,TESCO STORES 6440,LONDON EN8,168.49,GBP,1.0
2017-06-23,2017-06-27,74.3,SKY SUBSCRIPTION,08442411653,74.3,GBP,1.0
2017-06-27,2017-06-28,10.0,TFL OYST PHOTOCARD,0343 222 1234,10.0,GBP,1.0
2017-06-28,2017-06-29,2.98,CARD FACTORY,WALTHAM CROSS,2.98,GBP,1.0
2017-06-28,2017-06-29,227.52,INVOTECEXTRA,MILTON KEYNES,227.52,GBP,1.0
2017-01-07,2017-03-07,109.3,MAKRO SELF SERVICE ENF,MIDDLESEX,109.3,GBP,1.0
2017-06-30,2017-03-07,17.0,TEMP STORE,NORMANTON,17.0,GBP,1.0
2017-06-30,2017-03-07,138.81,TESCO STORES 6440,LONDON EN8,138.81,GBP,1.0
2017-02-06,2017-05-06,161.95,PC WORLD ONLINE,HEMEL HEMPSTE,161.95,GBP,1.0
2017-08-06,2017-09-06,104.93,WWW.VIKING-DIRECT.CO.U,GRO OSTHEIM,104.93,GBP,1.0
2017-08-06,2017-09-06,31.05,TESCO STORES 6440,LONDON EN8,31.05,GBP,1.0
2017-12-06,2017-06-13,73.08,WWW.VIKING-DIRECT.CO.U,GRO OSTHEIM,73.08,GBP,1.0
2017-06-13,2017-06-14,98.68,BT BILL PAYMENT 1,DURHAM,98.68,GBP,1.0
2017-06-19,2017-06-20,22.05,TESCO STORES 6440,LONDON EN8,22.05,GBP,1.0
2017-06-19,2017-06-21,147.0,TVLICENSING.CO.UK,3007906071,147.0,GBP,1.0
2017-06-27,2017-06-28,8.6,ANGEL SPRINGS LTD,WOLVERHAMPTON,8.6,GBP,1.0
2017-06-29,2017-06-30,81.44,TESCO STORES 6440,LONDON EN8,81.44,GBP,1.0
2017-07-06,2017-08-06,20.0,HMCOURTS-SERVICE.G,0845940111,20.0,GBP,1.0
2017-06-16,2017-06-19,20.0,HMCOURTS-SERVICE.G,08459400111,20.0,GBP,1.0
2017-06-27,2017-06-28,40.0,HMCOURTS-SERVICE.G,08459400111,40.0,GBP,1.0
2017-02-06,2017-05-06,20.0,OYSTER AUTOTOPUP,0343 2221234,20.0,GBP,1.0
2017-08-06,2017-09-06,20.61,AMAZON UK MARKETPLACE,800-279-6620,20.61,GBP,1.0
2017-11-06,2017-12-06,16.69,AMAZON EU,AMAZON.CO.UK,16.69,GBP,1.0
2017-06-20,2017-06-21,395.7,RAY GRAHAMS LTD,NEWTOWNARDS,395.7,GBP,1.0
2017-06-27,2017-06-28,27.96,AMAZON.CO.UK,AMAZON.CO.UK,27.96,GBP,1.0
2017-06-27,2017-06-28,11.94,AMAZON.CO.UK,AMAZON.CO.UK,11.94,GBP,1.0
2017-06-27,2017-06-28,13.5,AMAZON EU,AMAZON.CO.UK,13.5,GBP,1.0
2017-06-28,2017-06-29,20.0,OYSTER BUS AUTOTOP,0343 2221234,20.0,GBP,1.0
2017-06-29,2017-06-30,65.0,LB BARNET PCN WEB,LONDON,65.0,GBP,1.0
2017-06-29,2017-06-30,96.0,AMAZON EU,AMAZON.CO.UK,96.0,GBP,1.0
2017-06-30,2017-03-07,14.64,AMAZON EU,AMAZON.CO.UK,14.64,GBP,1.0
2017-02-06,2017-05-06,26.63,AMAZON.CO.UK,AMAZON.CO.UK,26.63,GBP,1.0
2017-07-06,2017-08-06,29.94,AMAZON UK MARKETPLACE,800-279-6620,29.94,GBP,1.0
2017-06-14,2017-06-14,14.99,AMAZON UK MARKETPLACE,800-279-6620,14.99,GBP,1.0
2017-06-13,2017-06-14,15.94,AMAZON UK MARKETPLACE,800-279-6620,15.94,GBP,1.0
2017-06-16,2017-06-16,30.98,AMAZON UK MARKETPLACE,800-279-6620,30.98,GBP,1.0
2017-06-21,2017-06-22,-14.99,AMZ CLORISLOVE,800-279-6620,-14.99,GBP,1.0
2017-06-30,2017-03-07,23.9,AMAZON UK MARKETPLACE,800-279-6620,23.9,GBP,1.0
2017-03-06,2017-05-06,19.9,AMAZON UK MARKETPLACE,800-279-6620,19.9,GBP,1.0
2017-02-06,2017-05-06,16.54,AMAZON EU,AMAZON.CO.UK,16.54,GBP,1.0
2017-06-06,2017-07-06,9.75,POST OFFICE COUNTER,ENFIELD,9.75,GBP,1.0
2017-07-06,2017-08-06,57.44,ASDA SUPERSTORE,S'GATE CIRCUS,57.44,GBP,1.0
2017-08-06,2017-09-06,50.97,AMAZON UK MARKETPLACE,800-279-6620,50.97,GBP,1.0
2017-12-06,2017-06-13,60.52,SAINSBURYS 0420,WINCHMORE HIL,60.52,GBP,1.0
2017-06-16,2017-06-19,14.97,AMAZON UK MARKETPLACE,800-279-6620,14.97,GBP,1.0
2017-06-16,2017-06-19,10.42,AMAZON UK MARKETPLACE,800-279-6620,10.42,GBP,1.0
2017-06-16,2017-06-19,238.52,SAINSBURYS TO YOU 0444,ENFIELD,238.52,GBP,1.0
2017-06-22,2017-06-23,29.99,AMAZON UK RETAIL AMAZO,AMAZON.CO.UK,29.99,GBP,1.0
2017-06-23,2017-06-26,40.8,SAINSBURYS 0513,NTH FINCHLEY,40.8,GBP,1.0
2017-06-23,2017-06-26,136.1,SAINSBURYS 0513,NTH FINCHLEY,136.1,GBP,1.0
2017-06-28,2017-06-29,165.0,JD SPORTS INTERNET,0844 264 1000,165.0,GBP,1.0
2017-06-30,2017-03-07,26.0,SAINSBURYS 0513,NTH FINCHLEY,26.0,GBP,1.0
2017-06-30,2017-03-07,138.52,SAINSBURYS 0513,NTH FINCHLEY,138.52,GBP,1.0
2017-06-22,2017-06-23,242.5,DVLA VEHICLE TAX,0300 1234321,242.5,GBP,1.0
2017-06-22,2017-06-23,242.5,DVLA VEHICLE TAX,0300 1234321,242.5,GBP,1.0
2017-06-22,2017-06-23,242.5,DVLA VEHICLE TAX,0300 1234321,242.5,GBP,1.0
2017-06-22,2017-06-23,242.5,DVLA VEHICLE TAX,0300 1234321,242.5,GBP,1.0
2017-06-22,2017-06-23,242.5,DVLA VEHICLE TAX,0300 1234321,242.5,GBP,1.0
2017-06-22,2017-06-23,242.5,DVLA VEHICLE TAX,0300 1234321,242.5,GBP,1.0
2017-06-22,2017-06-23,242.5,DVLA VEHICLE TAX,0300 1234321,242.5,GBP,1.0
2017-06-22,2017-06-23,242.5,DVLA VEHICLE TAX,0300 1234321,242.5,GBP,1.0
2017-06-22,2017-06-23,242.5,DVLA VEHICLE TAX,0300 1234321,242.5,GBP,1.0
2017-06-22,2017-06-23,242.5,DVLA VEHICLE TAX,0300 1234321,242.5,GBP,1.0
2017-06-22,2017-06-23,242.5,DVLA VEHICLE TAX,0300 1234321,242.5,GBP,1.0
2017-06-22,2017-06-23,242.5,DVLA VEHICLE TAX,0300 1234321,242.5,GBP,1.0
2017-06-22,2017-06-23,242.5,DVLA VEHICLE TAX,0300 1234321,242.5,GBP,1.0
2017-06-22,2017-06-23,242.5,DVLA VEHICLE TAX,0300 1234321,242.5,GBP,1.0
2017-06-22,2017-06-23,242.5,DVLA VEHICLE TAX,0300 1234321,242.5,GBP,1.0
2017-06-22,2017-06-23,242.5,DVLA VEHICLE TAX,0300 1234321,242.5,GBP,1.0
2017-06-22,2017-06-23,242.5,DVLA VEHICLE TAX,0300 1234321,242.5,GBP,1.0
2017-06-22,2017-06-23,242.5,DVLA VEHICLE TAX,0300 1234321,242.5,GBP,1.0
2017-06-22,2017-06-23,242.5,DVLA VEHICLE TAX,0300 1234321,242.5,GBP,1.0
2017-06-22,2017-06-23,242.5,DVLA VEHICLE TAX,0300 1234321,242.5,GBP,1.0
2017-06-22,2017-06-23,242.5,DVLA VEHICLE TAX,0300 1234321,242.5,GBP,1.0
2017-06-22,2017-06-23,242.5,DVLA VEHICLE TAX,0300 1234321,242.5,GBP,1.0
2017-06-22,2017-06-23,242.5,DVLA VEHICLE TAX,0300 1234321,242.5,GBP,1.0
2017-06-22,2017-06-23,242.5,DVLA VEHICLE TAX,0300 1234321,242.5,GBP,1.0
2017-06-23,2017-06-26,139.0,WWW.METROLINE.CO.U,0208 2188868,139.0,GBP,1.0
2017-06-26,2017-06-27,652.5,POST OFFICE COUNTER,LONDON,652.5,GBP,1.0
2017-06-26,2017-06-27,452.5,POST OFFICE COUNTER,LONDON,452.5,GBP,1.0
2017-06-26,2017-06-27,652.5,POST OFFICE COUNTER,LONDON,652.5,GBP,1.0
2017-06-26,2017-06-27,620.0,POST OFFICE COUNTER,LONDON,620.0,GBP,1.0
2017-06-29,2017-06-30,167.5,POST OFFICE COUNTER,LONDON,167.5,GBP,1.0
2017-08-06,2017-09-06,20.0,OYSTER BUS AUTOTOP,0343 2221234,20.0,GBP,1.0
2017-04-06,2017-06-06,17.0,CREATESEND/COM,SYDNEY,17.0,GBP,1.0
2017-06-14,2017-06-15,-299.94,EVENTBRITE,DUBLIN 8,-299.94,GBP,1.0
2017-06-20,2017-06-21,30.0,TESCO-STORES 3213,STEVENAGE,30.0,GBP,1.0
2017-06-26,2017-06-27,620.0,THE ADULT LEARNING,ENFIELD,620.0,GBP,1.0
2017-06-27,2017-06-28,3.99,ALDI,STEVENAGE,3.99,GBP,1.0
2017-06-28,2017-06-29,18.35,ALDI,STEVENAGE,18.35,GBP,1.0
2017-06-28,2017-06-29,194.8,ARGOS RETAIL GROUP,INTERNET,194.8,GBP,1.0
2017-06-30,2017-06-30,32.45,AMAZON UK MARKETPLACE,800-279-6620,32.45,GBP,1.0
2017-06-30,2017-06-30,8.0,AMAZON UK MARKETPLACE,800-279-6620,8.0,GBP,1.0
2017-06-29,2017-06-30,4.5,AMAZON UK MARKETPLACE,800-279-6620,4.5,GBP,1.0
2017-06-29,2017-06-30,19.62,AMAZON UK MARKETPLACE,800-279-6620,19.62,GBP,1.0
2017-06-30,2017-03-07,2.38,AMAZON UK MARKETPLACE,800-279-6620,2.38,GBP,1.0
2017-06-30,2017-03-07,4.68,AMAZON.CO.UK,AMAZON.CO.UK,4.68,GBP,1.0
2017-06-30,2017-03-07,21.3,TSGN,STEVENAGE,21.3,GBP,1.0
2017-03-06,2017-05-06,20.0,OYSTER BUS AUTOTOP,0343 2221234,20.0,GBP,1.0
2017-12-06,2017-06-13,8.94,HOMIX ENTERPRISE LTD,LONDON,8.94,GBP,1.0
2017-12-06,2017-06-13,12.99,HOMIX ENTERPRISE LTD,LONDON,12.99,GBP,1.0
2017-12-06,2017-06-13,1.05,TESCO STORES,LONDON,1.05,GBP,1.0
2017-12-06,2017-06-13,49.55,SAINSBURYS 0164,GOLDERS GRN,49.55,GBP,1.0
2017-12-06,2017-06-13,15.0,SAINSBURYS 0164,GOLDERS GRN,15.0,GBP,1.0
2017-12-06,2017-06-13,0.49,TESCO STORES,LONDON,0.49,GBP,1.0
2017-06-22,2017-06-23,5.0,SAINSBURYS 0164,GOLDERS GRN,5.0,GBP,1.0
2017-06-30,2017-03-07,20.0,OYSTER BUS AUTOTOP,0343 2221234,20.0,GBP,1.0
2017-05-06,2017-06-06,168.62,TESCO STORES 6440,LONDON EN8,168.62,GBP,1.0
2017-07-06,2017-08-06,45.5,ASDA HOME SHOPPING,CARDS LTD,45.5,GBP,1.0
2017-07-06,2017-08-06,-3.34,ASDA HOME SHOPPING,CARDS LTD,-3.34,GBP,1.0
2017-12-06,2017-06-13,166.95,TESCO STORES 6440,LONDON EN8,166.95,GBP,1.0
2017-06-13,2017-06-14,90.67,WWW.NISBETS.COM,0845 1110281,90.67,GBP,1.0
2017-06-14,2017-06-15,64.99,WWW.ARGOS.CO.UK,INTERNET,64.99,GBP,1.0
2017-06-16,2017-06-19,21.96,TESCO STORE 2296,COLNEY HATCH,21.96,GBP,1.0
2017-06-19,2017-06-20,56.0,POST OFFICE COUNTER,LONDON,56.0,GBP,1.0
2017-06-19,2017-06-20,55.44,POSTOFFICE SELFSERVICE,LONDON,55.44,GBP,1.0
2017-06-19,2017-06-20,19.8,N20 KIDS CLUB,LONDON,19.8,GBP,1.0
2017-06-19,2017-06-20,179.55,TESCO STORES 6440,LONDON EN8,179.55,GBP,1.0
2017-06-20,2017-06-21,37.89,TESCO STORE 2296,COLNEY HATCH,37.89,GBP,1.0
2017-06-22,2017-06-23,75.05,HOMEBASE LTD  588,LONDON  N12,75.05,GBP,1.0
2017-06-26,2017-06-27,161.99,TESCO STORES 6440,LONDON EN8,161.99,GBP,1.0
2017-06-27,2017-06-28,4.3,TESCO STORES 2062,OSIDGE,4.3,GBP,1.0
2017-06-20,2017-06-21,10599.0,HMCOURTS-SERVICE.G,08459400111,10599.0,GBP,1.0
2017-06-06,2017-07-06,161.99,CURRYS ONLINE,HEMEL HEMPSTE,161.99,GBP,1.0
2017-10-06,2017-12-06,40.0,OYSTER BUS AUTOTOP,0343 2221234,40.0,GBP,1.0
2017-06-15,2017-06-16,162.0,CURRYS ONLINE,HEMEL HEMPSTE,162.0,GBP,1.0
2017-06-16,2017-06-19,53.01,AMAZON UK MARKETPLACE,800-279-6620,53.01,GBP,1.0
2017-06-20,2017-06-21,149.98,CURRYS ONLINE,HEMEL HEMPSTE,149.98,GBP,1.0
2017-06-28,2017-06-29,40.0,OYSTER BUS AUTOTOP,0343 2221234,40.0,GBP,1.0
2017-04-06,2017-05-06,7.0,TESCO DELIVERY SAVER2,01707298000,7.0,GBP,1.0
2017-04-06,2017-05-06,6.6,COSTA COFFEE,LONDON  NW11,6.6,GBP,1.0
2017-03-06,2017-05-06,4.1,PRET A MANGER,LONDON  SW1,4.1,GBP,1.0
2017-03-06,2017-05-06,2.35,PRET A MANGER,LONDON  SW1,2.35,GBP,1.0
2017-05-06,2017-06-06,2.0,GREGGS PLC,BARNET,2.0,GBP,1.0
2017-07-06,2017-08-06,11.3,WAITROSE 670,MILL HILL,11.3,GBP,1.0
2017-06-06,2017-08-06,4.6,PICCADILLY,LONDON,4.6,GBP,1.0
2017-06-19,2017-06-20,4.55,WAITROSE 191,BARNET,4.55,GBP,1.0
2017-06-19,2017-06-20,3.48,MIDDLESEX UNIVERSITY H,HENDON,3.48,GBP,1.0
2017-06-19,2017-06-20,6.7,URBAN MEADOW CAFE & BA,LONDON  W2,6.7,GBP,1.0
2017-06-21,2017-06-22,6.54,PRET A MANGER,LONDON  SW1,6.54,GBP,1.0
2017-06-22,2017-06-23,4.48,MAKIN AND SONS,LONDON  NW4,4.48,GBP,1.0
2017-06-24,2017-06-26,5.1,HOMESTORE CAFE,LONDON,5.1,GBP,1.0
2017-06-23,2017-06-26,8.0,ELSTREE CAR VALETING L,BOREHAMWOOD,8.0,GBP,1.0
2017-06-29,2017-06-30,1.65,PRET A MANGER,7-8 ST MARTIN,1.65,GBP,1.0
2017-05-06,2017-06-06,53.52,AMAZON UK MARKETPLACE,800-279-6620,53.52,GBP,1.0
2017-05-06,2017-06-06,247.97,AMAZON EU,AMAZON.CO.UK,247.97,GBP,1.0
2017-05-06,2017-06-06,33.76,AMAZON EU,AMAZON.CO.UK,33.76,GBP,1.0
2017-06-18,2017-06-19,25.99,AMAZON EU,AMAZON.CO.UK,25.99,GBP,1.0
2017-06-06,2017-07-06,8.96,CO-OP GROUP FOOD,104320,8.96,GBP,1.0
2017-11-06,2017-12-06,5.47,KFC - WOOD GREEN RST,WOOD GREEN,5.47,GBP,1.0
2017-11-06,2017-12-06,43.0,SPORTSDIRECT 380,08443325380,43.0,GBP,1.0
2017-11-06,2017-12-06,26.0,SPORTSDIRECT 380,08443325380,26.0,GBP,1.0
2017-11-06,2017-12-06,40.05,J D SPORTS 546,WOOD GREEN,40.05,GBP,1.0
2017-11-06,2017-12-06,100.0,J D SPORTS 546,WOOD GREEN,100.0,GBP,1.0
2017-11-06,2017-06-13,14.0,PRIMARK STORES LTD,WOOD GRN N22,14.0,GBP,1.0
2017-06-19,2017-06-20,11.47,CO-OP GROUP FOOD,104320,11.47,GBP,1.0
2017-06-17,2017-06-20,71.96,CAMPAIGNMONITOR,SYDNEY,89.0,USD,1.24
2017-06-21,2017-06-22,40.07,CAMPAIGNMONITOR,SYDNEY,49.0,USD,1.22
2017-07-06,2017-08-06,64.04,TESCO STORE 2122,BRENT PARK,64.04,GBP,1.0
2017-06-13,2017-06-14,71.44,VUE BSL LTD,LONDON,71.44,GBP,1.0
2017-06-14,2017-06-15,61.79,TESCO STORE 2122,BRENT PARK,61.79,GBP,1.0
2017-06-13,2017-06-15,7.59,AMAZON.CO.UK,AMAZON.CO.UK,7.59,GBP,1.0
2017-06-21,2017-06-22,1.5,L B BARNET PARKING,LONDON,1.5,GBP,1.0
2017-06-21,2017-06-22,38.41,TESCO STORE 2122,BRENT PARK,38.41,GBP,1.0
2017-06-26,2017-06-27,1.5,L B BARNET PARKING,LONDON,1.5,GBP,1.0
2017-06-26,2017-06-27,36.53,TESCO STORE 2122,BRENT PARK,36.53,GBP,1.0
2017-06-27,2017-06-28,1.5,L B BARNET PARKING,LONDON,1.5,GBP,1.0
2017-06-28,2017-06-29,2.2,PARKINGEYE LTD,CHORLEY,2.2,GBP,1.0
2017-06-29,2017-06-30,1.5,L B BARNET PARKING,LONDON,1.5,GBP,1.0
2017-06-06,2017-07-06,53.54,COMPARE THE MAN AND VA,447534676543,53.54,GBP,1.0
2017-06-06,2017-07-06,309.0,BRITISH HEART,FINCHLEY,309.0,GBP,1.0
2017-07-06,2017-08-06,30.0,COMPARE THE MAN AND VA,447534676543,30.0,GBP,1.0
2017-08-06,2017-09-06,82.25,POST OFFICE COUNTER,LONDON,82.25,GBP,1.0
2017-12-06,2017-06-13,75.0,C.E.S.,LONDON,75.0,GBP,1.0
2017-12-06,2017-06-13,79.99,ARGOS LTD,NORTH FINCHLE,79.99,GBP,1.0
2017-12-06,2017-06-13,249.0,C.E.S.,LONDON,249.0,GBP,1.0
